match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score,run_rate,wickets_in_hand
2023-04-30,Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,39,2,5.1,15,14,38,155,7.647058823529412,8
2023-05-07,Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,167,1,19.4,65,57,40,174,8.608247422680414,9
2023-05-01,Punjab Kings,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,114,3,18.4,57,40,35,129,6.195652173913044,7
2023-04-29,Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,86,5,13.7,43,29,39,140,6.2773722627737225,5
2023-05-03,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,122,4,17.0,65,32,39,159,7.176470588235294,6
2023-05-25,Chennai Super Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,108,5,16.3,50,30,38,136,6.625766871165644,5
2023-04-06,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,84,2,11.0,39,25,34,163,7.636363636363637,8
2023-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,49,0,5.9,29,14,43,211,8.305084745762711,10
2023-04-05,Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,54,0,6.8,25,17,33,150,7.9411764705882355,10
2023-05-07,Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,102,0,12.6,43,47,42,195,8.095238095238095,10
2023-05-13,Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,96,6,18.6,36,37,22,104,5.161290322580645,4
2023-05-26,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,63,2,6.8,25,21,53,231,9.264705882352942,8
2023-03-31,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,115,5,17.7,56,34,39,139,6.497175141242938,5
2023-04-30,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,86,5,13.8,46,24,33,133,6.231884057971014,5
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,141,1,18.0,47,57,49,166,7.833333333333333,9
2023-04-01,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,131,3,16.1,70,46,46,184,8.136645962732919,7
2023-05-20,Punjab Kings,Kolkata Knight Riders,Dr. DY Patil Sports Academy,135,1,16.1,70,43,41,183,8.385093167701863,9
2023-05-21,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,53,0,6.7,19,23,50,181,7.91044776119403,10
2023-04-24,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,42,2,5.9,20,12,42,173,7.11864406779661,8
2023-05-07,Kolkata Knight Riders,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,41,1,5.1,14,16,41,188,8.03921568627451,9
2023-05-24,Mumbai Indians,Punjab Kings,M. Chinnaswamy Stadium,86,5,12.3,39,33,42,155,6.991869918699186,5
2023-05-21,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,119,3,17.3,47,56,36,151,6.878612716763006,7
2023-05-24,Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,91,3,10.7,40,37,45,192,8.504672897196262,7
2023-05-24,Gujarat Titans,Rajasthan Royals,M. A. Chidambaram Stadium,63,0,6.9,22,27,39,184,9.130434782608695,10
2023-04-13,Kolkata Knight Riders,Mumbai Indians,Narendra Modi Stadium,145,1,15.5,72,33,47,218,9.35483870967742,9
2023-04-30,Royal Challengers Bangalore,Mumbai Indians,M. A. Chidambaram Stadium,136,5,19.2,58,53,29,142,7.083333333333334,5
2023-04-11,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,97,6,17.5,32,42,23,113,5.542857142857143,4
2023-04-01,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,130,1,15.1,61,42,43,175,8.609271523178808,9
2023-05-28,Gujarat Titans,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,142,0,16.8,68,53,35,184,8.452380952380953,10
2023-05-11,Chennai Super Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,50,1,7.6,15,22,35,145,6.578947368421053,9
2023-05-18,Mumbai Indians,Chennai Super Kings,M. A. Chidambaram Stadium,99,2,12.3,52,35,37,174,8.048780487804878,8
2023-04-18,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,84,5,13.4,43,31,33,135,6.26865671641791,5
2023-04-02,Kolkata Knight Riders,Royal Challengers Bangalore,M. Chinnaswamy Stadium,156,3,17.4,58,57,38,180,8.965517241379311,7
2023-04-24,Royal Challengers Bangalore,Rajasthan Royals,Punjab Cricket Association Stadium,55,2,6.2,18,21,50,210,8.870967741935484,8
2023-05-15,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,61,1,7.4,32,14,38,169,8.243243243243242,9
2023-04-26,Chennai Super Kings,Punjab Kings,M. A. Chidambaram Stadium,77,2,10.3,31,34,31,170,7.475728155339805,8
2023-05-20,Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,116,4,15.6,42,41,40,155,7.435897435897436,6
2023-04-03,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,51,3,7.6,19,15,30,129,6.710526315789474,7
2023-04-03,Punjab Kings,Kolkata Knight Riders,Dr. DY Patil Sports Academy,82,3,11.1,38,31,34,166,7.387387387387387,7
2023-05-22,Kolkata Knight Riders,Delhi Capitals,M. A. Chidambaram Stadium,124,6,18.7,43,59,30,132,6.6310160427807485,4
2023-04-18,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,135,6,19.0,53,44,40,144,7.105263157894737,4
2023-03-31,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,100,5,15.4,57,31,40,144,6.4935064935064934,5
2023-04-10,Gujarat Titans,Kolkata Knight Riders,Eden Gardens,52,1,6.1,20,19,42,168,8.524590163934427,9
2023-05-04,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,96,2,12.0,36,41,38,184,8.0,8
2023-04-02,Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,69,4,10.2,25,24,39,144,6.764705882352942,6
2023-04-12,Chennai Super Kings,Gujarat Titans,Sawai Mansingh Stadium,95,6,18.0,41,27,24,105,5.277777777777778,4
2023-04-11,Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,93,7,19.3,37,36,29,96,4.818652849740933,3
2023-04-25,Rajasthan Royals,Punjab Kings,Wankhede Stadium,76,1,7.3,29,38,54,237,10.41095890410959,9
2023-05-18,Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,57,0,6.9,17,26,47,194,8.26086956521739,10
2023-05-08,Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,59,3,9.2,30,18,28,117,6.41304347826087,7
2023-05-14,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,104,0,11.9,53,23,47,197,8.739495798319327,10
2023-04-02,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,72,4,11.2,31,24,37,146,6.428571428571429,6
2023-04-03,Gujarat Titans,Rajasthan Royals,Wankhede Stadium,79,2,9.4,31,34,52,177,8.404255319148936,8
2023-04-20,Kolkata Knight Riders,Delhi Capitals,Punjab Cricket Association Stadium,51,4,9.1,23,22,26,100,5.604395604395605,6
2023-05-25,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,112,5,15.7,43,48,33,141,7.13375796178344,5
2023-05-10,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,92,5,13.5,31,41,43,146,6.814814814814815,5
2023-05-18,Kolkata Knight Riders,Gujarat Titans,Eden Gardens,48,0,5.6,26,15,48,206,8.571428571428571,10
2023-05-10,Chennai Super Kings,Rajasthan Royals,M. A. Chidambaram Stadium,89,4,12.0,36,26,42,155,7.416666666666667,6
2023-05-20,Kolkata Knight Riders,Rajasthan Royals,Punjab Cricket Association Stadium,114,1,14.9,56,32,38,152,7.651006711409396,9
2023-04-13,Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,72,5,11.6,30,32,29,119,6.206896551724138,5
2023-04-18,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,139,4,18.4,86,37,34,153,7.554347826086957,6
2023-04-23,Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,72,1,8.8,22,32,49,202,8.181818181818182,9
2023-04-11,Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,125,1,14.5,53,58,48,189,8.620689655172415,9
2023-04-20,Delhi Capitals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,69,6,14.1,29,28,30,97,4.8936170212765955,4
2023-05-25,Royal Challengers Bangalore,Kolkata Knight Riders,Dr. DY Patil Sports Academy,69,5,12.1,34,17,34,119,5.702479338842975,5
2023-04-27,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,59,1,6.5,24,23,37,208,9.076923076923077,9
2023-04-02,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,56,4,8.9,21,28,36,133,6.2921348314606735,6
2023-04-30,Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,54,3,9.5,26,18,24,110,5.684210526315789,7
2023-05-02,Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,147,0,18.2,55,58,50,174,8.076923076923077,10
2023-05-27,Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,135,3,19.4,60,43,30,141,6.958762886597938,7
2023-05-08,Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,79,4,12.7,42,27,34,138,6.220472440944882,6
2023-05-01,Punjab Kings,Delhi Capitals,M. A. Chidambaram Stadium,125,2,16.4,48,42,45,171,7.621951219512196,8
2023-04-27,Delhi Capitals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,64,1,9.7,25,23,38,151,6.5979381443298974,9
2023-05-21,Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,90,4,13.0,40,37,37,156,6.923076923076923,6
2023-05-17,Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,83,1,10.2,46,21,51,192,8.137254901960786,9
2023-05-25,Royal Challengers Bangalore,Delhi Capitals,Punjab Cricket Association Stadium,52,3,7.1,16,20,47,156,7.323943661971831,7
2023-04-27,Punjab Kings,Mumbai Indians,M. A. Chidambaram Stadium,118,1,14.6,38,47,35,164,8.082191780821917,9
2023-04-26,Royal Challengers Bangalore,Lucknow Super Giants,Punjab Cricket Association Stadium,114,4,15.8,53,36,29,144,7.215189873417721,6
2023-05-08,Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,48,1,5.2,25,13,48,229,9.23076923076923,9
2023-04-10,Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,86,1,10.5,31,29,49,200,8.19047619047619,9
2023-05-14,Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,85,6,14.5,43,29,26,112,5.862068965517241,4
2023-05-24,Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,51,4,9.1,24,11,25,106,5.604395604395605,6
2023-04-05,Lucknow Super Giants,Mumbai Indians,Dr. DY Patil Sports Academy,92,7,19.3,32,48,23,95,4.766839378238342,3
2023-05-18,Rajasthan Royals,Punjab Kings,Eden Gardens,122,1,15.2,53,43,47,182,8.026315789473685,9
2023-05-25,Mumbai Indians,Delhi Capitals,Eden Gardens,48,3,7.2,20,22,30,134,6.666666666666666,7
2023-05-02,Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,83,1,11.5,38,34,45,168,7.217391304347826,9
2023-05-09,Lucknow Super Giants,Chennai Super Kings,Eden Gardens,73,3,13.2,30,31,34,131,5.53030303030303,7
2023-04-29,Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,61,2,7.3,26,16,43,225,8.356164383561644,8
2023-04-28,Royal Challengers Bangalore,Chennai Super Kings,Dr. DY Patil Sports Academy,102,2,12.1,60,28,36,189,8.429752066115702,8
2023-04-23,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,69,5,11.5,31,17,34,125,6.0,5
2023-04-24,Royal Challengers Bangalore,Rajasthan Royals,M. A. Chidambaram Stadium,59,3,8.2,26,20,44,143,7.195121951219513,7
2023-05-29,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,88,0,10.8,42,27,42,178,8.148148148148147,10
2023-04-30,Royal Challengers Bangalore,Kolkata Knight Riders,Narendra Modi Stadium,90,4,13.2,49,28,44,139,6.818181818181818,6
2023-05-18,Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,103,1,14.2,48,24,37,163,7.253521126760564,9
2023-04-11,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,69,2,10.0,29,24,39,160,6.9,8
2023-05-14,Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,89,4,13.1,32,40,38,162,6.793893129770993,6
2023-05-16,Punjab Kings,Mumbai Indians,Eden Gardens,136,2,18.0,70,46,35,160,7.555555555555555,8
2023-05-24,Royal Challengers Bangalore,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,53,1,6.4,28,16,45,175,8.28125,9
2023-05-13,Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,125,0,16.8,47,60,39,165,7.44047619047619,10
2023-05-23,Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,97,5,19.1,34,41,28,103,5.0785340314136125,5
2023-05-14,Rajasthan Royals,Delhi Capitals,Dr. DY Patil Sports Academy,177,1,18.6,75,51,52,199,9.516129032258064,9
2023-05-29,Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,58,6,12.3,21,24,24,98,4.715447154471544,4
2023-04-07,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,93,6,18.2,33,35,31,106,5.10989010989011,4
2023-04-26,Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,41,0,5.5,22,12,41,205,7.454545454545454,10
2023-04-15,Gujarat Titans,Rajasthan Royals,Arun Jaitley Stadium,109,3,13.9,38,49,44,179,7.841726618705036,7
2023-05-03,Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,52,1,6.4,29,15,45,203,8.125,9
2023-04-13,Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,78,5,11.3,36,28,44,150,6.902654867256636,5
2023-04-29,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,98,3,14.5,46,26,40,150,6.758620689655173,7
2023-05-29,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,147,1,17.6,51,54,52,175,8.352272727272727,9
2023-05-23,Kolkata Knight Riders,Rajasthan Royals,M. A. Chidambaram Stadium,96,0,12.1,36,42,40,181,7.933884297520661,10
2023-04-10,Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,132,9,18.1,48,47,35,146,7.29281767955801,1
2023-05-03,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,74,4,13.8,35,18,23,104,5.36231884057971,6
2023-05-16,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,109,0,12.0,51,31,48,209,9.083333333333334,10
2023-04-11,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,42,2,6.5,18,16,33,145,6.461538461538462,8
2023-04-06,Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,57,2,7.9,18,22,29,144,7.215189873417721,8
2023-05-22,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,48,0,5.4,16,18,40,171,8.888888888888888,10
2023-03-31,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,66,4,8.1,27,25,45,167,8.148148148148149,6
2023-05-08,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,61,2,9.6,20,28,29,123,6.354166666666667,8
2023-05-07,Rajasthan Royals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,48,0,5.3,29,14,43,215,9.056603773584905,10
2023-05-28,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,118,1,14.3,45,47,39,169,8.251748251748252,9
2023-05-01,Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,66,3,9.3,38,20,45,153,7.096774193548386,7
2023-04-08,Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Cricket Stadium,69,0,8.3,35,17,54,210,8.313253012048191,10
2023-05-20,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,1,18.7,71,68,50,181,8.716577540106952,9
2023-04-20,Royal Challengers Bangalore,Rajasthan Royals,Punjab Cricket Association Stadium,115,3,14.7,51,51,45,163,7.8231292517006805,7
2023-04-05,Punjab Kings,Gujarat Titans,Arun Jaitley Stadium,101,3,14.6,37,43,39,150,6.917808219178083,7
2023-04-21,Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,130,4,17.4,48,64,32,154,7.471264367816093,6
2023-05-09,Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,57,2,7.7,29,21,32,137,7.402597402597403,8
2023-04-01,Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,42,2,5.4,17,13,38,148,7.777777777777778,8
2023-04-21,Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,106,0,10.4,40,42,51,229,10.192307692307692,10
2023-04-27,Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,126,3,18.9,48,54,35,138,6.666666666666667,7
2023-04-25,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,54,2,8.2,23,16,38,134,6.585365853658537,8
2023-05-28,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,124,3,17.4,45,45,36,155,7.126436781609196,7
2023-04-01,Royal Challengers Bangalore,Delhi Capitals,M. A. Chidambaram Stadium,71,0,7.5,31,26,43,196,9.466666666666667,10
2023-04-18,Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,59,1,7.4,25,25,42,190,7.972972972972973,9
2023-04-16,Punjab Kings,Sunrisers Hyderabad,Wankhede Stadium,146,4,17.0,82,42,53,181,8.588235294117647,6
2023-05-16,Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,119,2,17.4,59,37,34,139,6.839080459770115,8
2023-04-24,Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,132,7,18.0,65,31,35,148,7.333333333333333,3
2023-04-17,Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,87,5,13.4,36,31,42,147,6.492537313432836,5
2023-05-01,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,106,2,12.6,39,41,50,174,8.412698412698413,8
2023-05-07,Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,69,3,9.4,21,27,45,177,7.340425531914893,7
2023-05-05,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,67,1,7.1,20,29,60,218,9.43661971830986,9
2023-04-25,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,126,1,13.7,55,41,52,199,9.197080291970803,9
2023-04-19,Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,82,5,13.2,45,24,26,127,6.212121212121213,5
2023-05-13,Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,93,3,11.2,33,48,49,184,8.303571428571429,7
2023-05-20,Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,48,2,6.8,20,13,36,179,7.0588235294117645,8
2023-04-05,Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,91,0,9.8,50,25,40,200,9.285714285714285,10
2023-05-14,Kolkata Knight Riders,Gujarat Titans,Eden Gardens,91,3,13.1,33,41,39,170,6.9465648854961835,7
2023-05-09,Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,41,2,5.0,13,17,33,176,8.2,8
2023-04-19,Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,92,8,16.9,43,29,23,104,5.443786982248521,2
2023-05-17,Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,109,3,15.8,62,28,36,154,6.898734177215189,7
2023-04-06,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,52,2,7.1,17,18,41,169,7.323943661971831,8
2023-05-28,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,111,7,17.8,56,29,33,129,6.235955056179775,3
2023-04-04,Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,100,5,14.5,46,26,39,150,6.896551724137931,5
2023-04-30,Rajasthan Royals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,82,4,14.6,36,36,31,119,5.616438356164384,6
2023-04-10,Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,78,5,12.2,44,24,37,139,6.39344262295082,5
2023-05-27,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,41,1,5.9,18,10,39,181,6.949152542372881,9
2023-05-14,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,106,9,19.3,51,33,25,109,5.492227979274611,1
2023-05-20,Kolkata Knight Riders,Chennai Super Kings,Dr. DY Patil Sports Academy,33,2,5.4,9,14,33,148,6.111111111111111,8
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,92,7,17.1,53,27,32,114,5.380116959064327,3
2023-05-06,Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,72,0,9.3,23,34,47,181,7.741935483870967,10
2023-04-22,Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,63,1,6.1,26,24,43,210,10.327868852459018,9
2023-05-28,Delhi Capitals,Mumbai Indians,Wankhede Stadium,78,2,9.9,25,29,48,187,7.878787878787879,8
2023-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,120,0,16.7,58,35,45,158,7.185628742514971,10
2023-05-16,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,112,1,12.2,55,29,59,201,9.18032786885246,9
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Dr. DY Patil Sports Academy,138,0,17.5,71,46,40,166,7.885714285714286,10
2023-05-27,Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,58,3,7.8,16,24,37,158,7.435897435897436,7
2023-04-02,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,51,1,6.1,22,16,51,201,8.360655737704919,9
2023-05-12,Chennai Super Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,53,4,8.6,30,15,38,130,6.162790697674419,6
2023-05-05,Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,117,5,17.9,55,27,37,134,6.5363128491620115,5
2023-04-08,Gujarat Titans,Kolkata Knight Riders,M. Chinnaswamy Stadium,112,3,15.8,39,56,32,154,7.0886075949367084,7
2023-04-01,Sunrisers Hyderabad,Mumbai Indians,M. Chinnaswamy Stadium,70,3,9.0,32,17,38,143,7.777777777777778,7
2023-04-14,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,118,0,14.6,68,32,50,187,8.082191780821917,10
2023-04-16,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,68,4,9.9,35,21,28,130,6.8686868686868685,6
2023-05-13,Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,70,5,11.1,26,24,37,133,6.306306306306307,5
2023-05-21,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,95,4,16.2,39,38,33,132,5.864197530864198,6
2023-04-07,Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,105,7,17.3,57,25,31,124,6.069364161849711,3
2023-05-30,Chennai Super Kings,Delhi Capitals,Dr. DY Patil Sports Academy,103,0,13.0,42,46,41,181,7.923076923076923,10
2023-05-11,Mumbai Indians,Kolkata Knight Riders,M. A. Chidambaram Stadium,124,2,14.5,41,59,49,184,8.551724137931034,8
2023-04-16,Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,100,3,15.4,43,35,29,136,6.4935064935064934,7
2023-04-26,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,59,2,7.1,35,17,41,163,8.309859154929578,8
2023-04-23,Mumbai Indians,Delhi Capitals,Eden Gardens,133,0,18.2,62,39,42,159,7.307692307692308,10
2023-04-24,Lucknow Super Giants,Mumbai Indians,Eden Gardens,51,5,10.5,21,24,25,110,4.857142857142857,5
2023-05-16,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,95,5,13.8,46,25,32,136,6.884057971014492,5
2023-04-23,Kolkata Knight Riders,Sunrisers Hyderabad,Narendra Modi Stadium,134,1,15.8,62,56,35,174,8.481012658227847,9
2023-04-30,Lucknow Super Giants,Kolkata Knight Riders,Punjab Cricket Association Stadium,125,3,16.4,50,39,45,163,7.621951219512196,7
2023-04-16,Delhi Capitals,Punjab Kings,Narendra Modi Stadium,50,3,6.7,24,16,44,173,7.462686567164179,7
2023-04-07,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,87,7,15.3,32,28,32,124,5.686274509803921,3
2023-05-28,Rajasthan Royals,Lucknow Super Giants,Narendra Modi Stadium,52,1,6.8,30,15,42,182,7.647058823529412,9
2023-05-17,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,80,6,14.1,26,31,33,124,5.673758865248227,4
2023-05-27,Mumbai Indians,Punjab Kings,Punjab Cricket Association Stadium,74,3,10.5,35,20,32,140,7.0476190476190474,7
2023-05-03,Lucknow Super Giants,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,56,3,9.1,26,14,36,140,6.153846153846154,7
2023-05-06,Lucknow Super Giants,Punjab Kings,M. A. Chidambaram Stadium,63,1,10.0,33,16,29,158,6.3,9
2023-05-29,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,48,1,6.4,24,18,45,162,7.5,9
2023-04-13,Delhi Capitals,Rajasthan Royals,Punjab Cricket Association Stadium,77,6,12.6,43,21,26,122,6.111111111111112,4
2023-04-08,Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,120,3,16.7,46,49,40,160,7.185628742514971,7
2023-04-20,Mumbai Indians,Rajasthan Royals,M. A. Chidambaram Stadium,110,8,18.5,60,30,24,117,5.945945945945946,2
2023-04-24,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,105,3,11.8,36,42,55,226,8.898305084745763,7
2023-03-31,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,99,1,13.1,48,34,42,168,7.557251908396947,9
2023-04-11,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,97,7,14.7,40,34,28,132,6.598639455782314,3
2023-04-18,Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,52,3,8.6,17,22,35,143,6.046511627906977,7
2023-05-21,Sunrisers Hyderabad,Rajasthan Royals,Arun Jaitley Stadium,44,1,5.4,15,21,44,182,8.148148148148147,9
2023-04-28,Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,122,4,18.2,41,59,34,140,6.7032967032967035,6
2023-05-19,Chennai Super Kings,Punjab Kings,Eden Gardens,120,0,13.8,59,34,42,181,8.695652173913043,10
2023-04-03,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,108,1,12.8,44,46,37,177,8.4375,9
2023-04-15,Mumbai Indians,Lucknow Super Giants,Wankhede Stadium,151,1,15.9,51,55,38,201,9.49685534591195,9
