match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score
2023-04-29,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,98,3,14.5,46,26,40,150
2023-05-29,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,147,1,17.6,51,54,52,175
2023-05-23,Kolkata Knight Riders,Rajasthan Royals,M. A. Chidambaram Stadium,96,0,12.1,36,42,40,181
2023-04-10,Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,132,9,18.1,48,47,35,146
2023-05-03,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,74,4,13.8,35,18,23,104
2023-05-16,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,109,0,12.0,51,31,48,209
2023-04-11,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,42,2,6.5,18,16,33,145
2023-04-06,Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,57,2,7.9,18,22,29,144
2023-05-22,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,48,0,5.4,16,18,40,171
2023-03-31,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,66,4,8.1,27,25,45,167
2023-05-08,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,61,2,9.6,20,28,29,123
2023-05-07,Rajasthan Royals,Kolkata Knight Riders,Dr. DY Patil Sports Academy,48,0,5.3,29,14,43,215
2023-05-28,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,118,1,14.3,45,47,39,169
2023-05-01,Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,66,3,9.3,38,20,45,153
2023-04-08,Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Cricket Stadium,69,0,8.3,35,17,54,210
2023-05-20,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,1,18.7,71,68,50,181
2023-04-20,Royal Challengers Bangalore,Rajasthan Royals,Punjab Cricket Association Stadium,115,3,14.7,51,51,45,163
2023-04-05,Punjab Kings,Gujarat Titans,Arun Jaitley Stadium,101,3,14.6,37,43,39,150
2023-04-21,Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,130,4,17.4,48,64,32,154
2023-05-09,Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,57,2,7.7,29,21,32,137
2023-04-01,Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,42,2,5.4,17,13,38,148
2023-04-21,Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,106,0,10.4,40,42,51,229
2023-04-27,Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,126,3,18.9,48,54,35,138
2023-04-25,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,54,2,8.2,23,16,38,134
2023-05-28,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,124,3,17.4,45,45,36,155
2023-04-01,Royal Challengers Bangalore,Delhi Capitals,M. A. Chidambaram Stadium,71,0,7.5,31,26,43,196
2023-04-18,Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,59,1,7.4,25,25,42,190
2023-04-16,Punjab Kings,Sunrisers Hyderabad,Wankhede Stadium,146,4,17.0,82,42,53,181
2023-05-16,Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,119,2,17.4,59,37,34,139
2023-04-24,Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,132,7,18.0,65,31,35,148
2023-04-17,Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,87,5,13.4,36,31,42,147
2023-05-01,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,106,2,12.6,39,41,50,174
2023-05-07,Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,69,3,9.4,21,27,45,177
2023-05-05,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,67,1,7.1,20,29,60,218
2023-04-25,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,126,1,13.7,55,41,52,199
2023-04-19,Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,82,5,13.2,45,24,26,127
2023-05-13,Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,93,3,11.2,33,48,49,184
2023-05-20,Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,48,2,6.8,20,13,36,179
2023-04-05,Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,91,0,9.8,50,25,40,200
2023-05-14,Kolkata Knight Riders,Gujarat Titans,Eden Gardens,91,3,13.1,33,41,39,170
2023-05-09,Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,41,2,5.0,13,17,33,176
2023-04-19,Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,92,8,16.9,43,29,23,104
2023-05-17,Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,109,3,15.8,62,28,36,154
2023-04-06,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,52,2,7.1,17,18,41,169
2023-05-28,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,111,7,17.8,56,29,33,129
2023-04-04,Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,100,5,14.5,46,26,39,150
2023-04-30,Rajasthan Royals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,82,4,14.6,36,36,31,119
2023-04-10,Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,78,5,12.2,44,24,37,139
2023-05-27,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,41,1,5.9,18,10,39,181
2023-05-14,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,106,9,19.3,51,33,25,109
2023-05-20,Kolkata Knight Riders,Chennai Super Kings,Dr. DY Patil Sports Academy,33,2,5.4,9,14,33,148
2023-05-13,Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,92,7,17.1,53,27,32,114
2023-05-06,Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,72,0,9.3,23,34,47,181
2023-04-22,Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,63,1,6.1,26,24,43,210
2023-05-28,Delhi Capitals,Mumbai Indians,Wankhede Stadium,78,2,9.9,25,29,48,187
2023-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,120,0,16.7,58,35,45,158
2023-05-16,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,112,1,12.2,55,29,59,201
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Dr. DY Patil Sports Academy,138,0,17.5,71,46,40,166
2023-05-27,Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,58,3,7.8,16,24,37,158
2023-04-02,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,51,1,6.1,22,16,51,201
2023-05-12,Chennai Super Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,53,4,8.6,30,15,38,130
2023-05-05,Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,117,5,17.9,55,27,37,134
2023-04-08,Gujarat Titans,Kolkata Knight Riders,M. Chinnaswamy Stadium,112,3,15.8,39,56,32,154
2023-04-01,Sunrisers Hyderabad,Mumbai Indians,M. Chinnaswamy Stadium,70,3,9.0,32,17,38,143
2023-04-14,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,118,0,14.6,68,32,50,187
2023-04-16,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,68,4,9.9,35,21,28,130
2023-05-13,Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,70,5,11.1,26,24,37,133
2023-05-21,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,95,4,16.2,39,38,33,132
2023-04-07,Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,105,7,17.3,57,25,31,124
2023-05-30,Chennai Super Kings,Delhi Capitals,Dr. DY Patil Sports Academy,103,0,13.0,42,46,41,181
2023-05-11,Mumbai Indians,Kolkata Knight Riders,M. A. Chidambaram Stadium,124,2,14.5,41,59,49,184
2023-04-16,Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,100,3,15.4,43,35,29,136
2023-04-26,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,59,2,7.1,35,17,41,163
2023-04-23,Mumbai Indians,Delhi Capitals,Eden Gardens,133,0,18.2,62,39,42,159
2023-04-24,Lucknow Super Giants,Mumbai Indians,Eden Gardens,51,5,10.5,21,24,25,110
2023-05-16,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,95,5,13.8,46,25,32,136
2023-04-23,Kolkata Knight Riders,Sunrisers Hyderabad,Narendra Modi Stadium,134,1,15.8,62,56,35,174
2023-04-30,Lucknow Super Giants,Kolkata Knight Riders,Punjab Cricket Association Stadium,125,3,16.4,50,39,45,163
2023-04-16,Delhi Capitals,Punjab Kings,Narendra Modi Stadium,50,3,6.7,24,16,44,173
2023-04-07,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,87,7,15.3,32,28,32,124
2023-05-28,Rajasthan Royals,Lucknow Super Giants,Narendra Modi Stadium,52,1,6.8,30,15,42,182
2023-05-17,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,80,6,14.1,26,31,33,124
2023-05-27,Mumbai Indians,Punjab Kings,Punjab Cricket Association Stadium,74,3,10.5,35,20,32,140
2023-05-03,Lucknow Super Giants,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,56,3,9.1,26,14,36,140
2023-05-06,Lucknow Super Giants,Punjab Kings,M. A. Chidambaram Stadium,63,1,10.0,33,16,29,158
2023-05-29,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,48,1,6.4,24,18,45,162
2023-04-13,Delhi Capitals,Rajasthan Royals,Punjab Cricket Association Stadium,77,6,12.6,43,21,26,122
2023-04-08,Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,120,3,16.7,46,49,40,160
2023-04-20,Mumbai Indians,Rajasthan Royals,M. A. Chidambaram Stadium,110,8,18.5,60,30,24,117
2023-04-24,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,105,3,11.8,36,42,55,226
2023-03-31,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,99,1,13.1,48,34,42,168
2023-04-11,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,97,7,14.7,40,34,28,132
2023-04-18,Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,52,3,8.6,17,22,35,143
2023-05-21,Sunrisers Hyderabad,Rajasthan Royals,Arun Jaitley Stadium,44,1,5.4,15,21,44,182
2023-04-28,Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,122,4,18.2,41,59,34,140
2023-05-19,Chennai Super Kings,Punjab Kings,Eden Gardens,120,0,13.8,59,34,42,181
2023-04-03,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,108,1,12.8,44,46,37,177
2023-04-15,Mumbai Indians,Lucknow Super Giants,Wankhede Stadium,151,1,15.9,51,55,38,201
2023-05-17,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,53,2,6.9,25,16,45,174
2023-05-28,Royal Challengers Bangalore,Chennai Super Kings,Dr. DY Patil Sports Academy,143,3,16.5,64,57,51,183
2023-05-11,Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,68,0,9.2,24,26,42,181
2023-05-16,Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,89,7,15.4,32,36,28,117
2023-05-21,Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,51,3,7.5,25,13,36,154
2023-05-01,Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,114,2,15.7,61,31,33,151
2023-05-01,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,93,3,11.7,35,48,34,171
2023-04-10,Gujarat Titans,Chennai Super Kings,Eden Gardens,55,0,7.9,25,14,36,170
2023-04-18,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,117,4,15.4,53,36,33,156
2023-05-15,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,56,3,8.6,33,14,41,143
2023-04-20,Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,86,0,11.8,40,31,35,146
2023-04-22,Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,98,3,14.1,49,36,33,141
2023-05-04,Kolkata Knight Riders,Chennai Super Kings,Dr. DY Patil Sports Academy,52,1,7.2,23,13,39,179
2023-05-07,Lucknow Super Giants,Delhi Capitals,Dr. DY Patil Sports Academy,69,7,14.7,23,27,29,96
2023-03-31,Punjab Kings,Chennai Super Kings,Wankhede Stadium,54,3,7.0,25,15,36,160
2023-04-22,Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,100,4,12.7,57,31,45,181
2023-05-20,Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,107,5,18.0,58,34,29,121
2023-05-28,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,57,0,7.6,24,17,36,175
2023-03-31,Lucknow Super Giants,Delhi Capitals,Wankhede Stadium,96,7,14.4,38,41,27,130
2023-04-30,Lucknow Super Giants,Sunrisers Hyderabad,Punjab Cricket Association Stadium,48,0,7.5,18,23,37,152
2023-05-24,Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,123,0,14.2,60,31,48,200
2023-05-27,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,111,5,15.5,56,30,40,156
2023-05-16,Delhi Capitals,Chennai Super Kings,Eden Gardens,90,2,11.4,41,28,48,190
2023-04-07,Punjab Kings,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,143,1,17.1,44,59,48,184
2023-05-19,Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,77,7,14.3,37,20,30,115
2023-04-08,Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,106,2,15.2,53,28,32,148
2023-04-28,Delhi Capitals,Chennai Super Kings,Punjab Cricket Association Stadium,73,2,10.1,33,23,44,169
2023-05-04,Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,63,5,10.0,29,23,38,143
2023-04-16,Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,52,0,5.5,22,19,45,219
2023-04-20,Chennai Super Kings,Punjab Kings,Wankhede Stadium,56,3,7.3,27,13,36,138
2023-05-21,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,100,3,13.4,46,28,41,158
2023-05-29,Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,91,2,11.1,35,28,52,223
2023-04-12,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,132,0,14.6,72,40,46,188
2023-05-26,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,60,1,6.2,22,28,52,213
2023-04-06,Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,97,7,15.1,51,30,27,127
2023-05-19,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,83,4,13.7,40,29,27,126
2023-04-21,Gujarat Titans,Mumbai Indians,Dr. DY Patil Sports Academy,111,3,13.7,36,43,36,166
2023-04-27,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,81,3,10.6,28,35,43,175
2023-05-13,Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,63,1,7.3,27,22,56,203
2023-04-16,Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,85,3,10.4,32,43,36,182
2023-04-05,Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,106,9,18.7,57,29,29,114
2023-04-29,Punjab Kings,Mumbai Indians,Dr. DY Patil Sports Academy,106,4,15.0,36,53,33,144
2023-04-19,Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,81,6,15.6,35,22,29,112
2023-05-14,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,93,0,13.3,47,20,39,172
2023-04-05,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,96,1,10.8,53,26,54,196
2023-04-16,Delhi Capitals,Gujarat Titans,Sawai Mansingh Stadium,117,3,17.4,44,51,42,141
2023-05-02,Mumbai Indians,Rajasthan Royals,Eden Gardens,83,4,14.8,42,28,26,117
2023-04-06,Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,101,3,15.3,55,29,36,145
2023-05-29,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,75,2,9.9,35,29,40,160
2023-05-12,Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,89,2,13.1,35,36,40,149
2023-05-07,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,101,0,11.3,59,25,44,202
2023-04-07,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,63,0,8.1,29,16,46,188
2023-04-26,Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,138,1,16.2,67,46,44,185
2023-05-18,Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association Stadium,49,1,7.3,26,15,38,158
2023-04-26,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,87,3,14.2,45,32,35,134
2023-05-06,Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,45,2,5.3,24,12,45,198
2023-04-11,Sunrisers Hyderabad,Kolkata Knight Riders,Narendra Modi Stadium,59,0,6.9,22,24,47,247
2023-05-02,Chennai Super Kings,Punjab Kings,Eden Gardens,57,0,8.6,31,16,43,154
2023-04-16,Gujarat Titans,Chennai Super Kings,Dr. DY Patil Sports Academy,124,0,14.4,56,31,52,189
2023-05-29,Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,109,1,16.4,59,35,28,136
2023-05-28,Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,62,2,8.8,29,24,32,134
2023-05-20,Sunrisers Hyderabad,Delhi Capitals,Dr. DY Patil Sports Academy,74,0,9.0,26,29,40,174
2023-04-10,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,95,4,15.3,40,28,38,135
2023-05-07,Delhi Capitals,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,45,1,5.2,21,19,45,186
2023-05-24,Gujarat Titans,Punjab Kings,Sawai Mansingh Stadium,81,3,10.4,35,29,38,154
2023-04-13,Kolkata Knight Riders,Royal Challengers Bangalore,M. Chinnaswamy Stadium,106,5,13.8,43,37,48,180
2023-05-20,Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,72,0,10.3,23,31,38,188
2023-05-21,Mumbai Indians,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,102,1,12.6,50,34,37,168
2023-05-08,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,61,1,6.3,23,30,46,193
2023-04-30,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,142,0,17.8,45,59,33,163
2023-05-01,Delhi Capitals,Mumbai Indians,Dr. DY Patil Sports Academy,97,0,11.2,46,34,48,222
2023-04-26,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,88,5,14.2,38,39,38,129
2023-04-19,Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,100,2,12.1,36,43,49,192
2023-04-21,Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,100,3,16.3,42,33,26,127
2023-04-09,Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,138,2,16.1,69,31,55,198
2023-04-17,Kolkata Knight Riders,Delhi Capitals,Punjab Cricket Association Stadium,117,4,18.5,64,34,30,128
2023-03-31,Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,95,1,10.1,40,25,42,202
2023-04-20,Rajasthan Royals,Lucknow Super Giants,Narendra Modi Stadium,69,5,13.1,36,18,22,103
2023-05-16,Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,116,6,16.3,44,47,39,148
2023-04-17,Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,153,1,18.4,75,33,48,178
2023-05-06,Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,91,2,11.4,38,30,37,158
2023-05-20,Punjab Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,106,3,15.8,41,41,38,149
2023-04-01,Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,96,3,11.2,47,20,42,198
2023-05-25,Punjab Kings,Gujarat Titans,Punjab Cricket Association Stadium,77,2,9.1,43,19,50,207
2023-04-05,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,114,3,14.4,43,46,40,183
2023-04-04,Royal Challengers Bangalore,Punjab Kings,Punjab Cricket Association Stadium,97,5,12.7,44,40,36,149
2023-04-20,Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,121,5,17.4,57,31,44,150
2023-04-12,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,78,0,7.6,24,31,50,222
2023-05-12,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,61,2,7.4,21,30,51,205
2023-04-01,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Cricket Stadium,40,1,5.7,20,11,30,151
2023-04-07,Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,115,9,18.6,41,48,26,123
2023-05-30,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,83,3,10.5,43,20,48,186
2023-05-14,Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,48,1,5.2,22,11,41,168
2023-04-30,Mumbai Indians,Lucknow Super Giants,Dr. DY Patil Sports Academy,110,4,16.6,36,44,42,150
2023-04-11,Punjab Kings,Chennai Super Kings,Eden Gardens,45,0,5.4,19,20,40,193
2023-04-02,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,87,6,12.8,25,37,42,143
2023-04-30,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,74,4,11.4,39,19,30,137
2023-05-12,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,103,3,15.9,39,49,36,145
2023-05-09,Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,66,2,8.6,30,24,41,178
2023-04-27,Punjab Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,155,0,15.7,81,46,64,226
2023-04-15,Royal Challengers Bangalore,Rajasthan Royals,Narendra Modi Stadium,41,1,5.2,21,12,41,187
2023-05-04,Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,100,5,14.5,48,26,36,151
2023-04-21,Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,103,6,16.3,34,39,32,131
2023-05-25,Punjab Kings,Delhi Capitals,Punjab Cricket Association Stadium,122,0,11.3,58,31,67,255
2023-05-19,Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,74,6,12.6,38,21,29,119
2023-04-23,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,121,3,14.2,60,28,47,195
2023-05-30,Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,116,6,18.1,57,26,25,128
2023-05-29,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,122,2,15.9,66,37,49,173
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,128,1,17.1,48,44,43,162
2023-04-09,Delhi Capitals,Punjab Kings,Wankhede Stadium,107,4,14.2,41,46,38,159
2023-04-09,Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,181,0,18.8,70,60,52,203
2023-05-18,Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,47,2,6.5,22,14,37,158
2023-05-23,Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,76,2,9.8,35,19,35,160
2023-04-06,Sunrisers Hyderabad,Gujarat Titans,Dr. DY Patil Sports Academy,109,6,17.1,37,53,27,130
2023-04-06,Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,94,5,13.4,45,27,34,150
2023-05-03,Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,110,0,14.7,45,45,35,152
2023-05-27,Delhi Capitals,Punjab Kings,Narendra Modi Stadium,77,1,10.1,35,22,43,185
2023-05-25,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,139,2,15.9,62,44,51,197
2023-04-06,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,108,2,14.0,51,42,37,155
2023-04-10,Punjab Kings,Mumbai Indians,M. A. Chidambaram Stadium,69,2,7.8,35,20,47,196
2023-04-05,Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,56,2,7.1,21,28,50,193
2023-05-06,Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,80,0,11.4,29,42,32,157
2023-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Wankhede Stadium,94,0,9.3,41,32,65,222
2023-04-25,Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,105,5,15.2,54,26,43,152
2023-04-08,Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,140,0,13.4,60,51,50,236
2023-05-15,Gujarat Titans,Kolkata Knight Riders,Punjab Cricket Association Stadium,71,0,8.9,24,33,52,180
2023-05-27,Punjab Kings,Sunrisers Hyderabad,Eden Gardens,44,1,5.9,24,11,44,192
2023-05-30,Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,103,4,14.6,45,33,43,153
2023-05-13,Lucknow Super Giants,Punjab Kings,Wankhede Stadium,175,0,19.1,87,38,50,190
2023-04-15,Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,43,1,5.4,16,14,43,203
2023-04-30,Royal Challengers Bangalore,Punjab Kings,Eden Gardens,45,2,6.4,14,19,32,136
2023-04-05,Punjab Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,108,0,12.6,53,34,36,176
2023-04-20,Rajasthan Royals,Delhi Capitals,Wankhede Stadium,133,5,16.6,57,40,35,163
2023-05-28,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,64,3,7.6,20,26,51,171
2023-05-20,Chennai Super Kings,Delhi Capitals,M. Chinnaswamy Stadium,55,1,6.6,18,21,36,171
2023-05-12,Gujarat Titans,Rajasthan Royals,Punjab Cricket Association Stadium,89,8,18.7,44,20,24,95
2023-05-28,Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,53,2,6.3,24,19,49,184
2023-05-18,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,62,3,10.9,25,19,31,142
2023-05-19,Mumbai Indians,Gujarat Titans,Wankhede Stadium,70,0,7.7,34,26,51,211
2023-04-19,Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,178,0,19.0,77,62,57,192
2023-04-13,Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,94,5,17.9,41,28,21,107
2023-05-29,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,110,5,14.6,48,46,45,151
2023-05-12,Delhi Capitals,Rajasthan Royals,Dr. DY Patil Sports Academy,98,4,15.3,40,43,37,138
